accuracy,f1,n_estimators,max_depth,min_samples_leaf,bootstrap,criterion,predictors,predictor importances,Random Sampling
0.832856304124468,0.8119653323220075,80,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005730613018373166, 0.4512150453170012, 0.5079596607665142, 0.03509468089811142]",4.0
0.8330581241743725,0.8121869890800171,90,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005725784512971826, 0.4532225067530886, 0.506304506977924, 0.034747201756015665]",4.0
0.8329296932335242,0.8120775989057848,100,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005767404583708122, 0.45275140916595613, 0.5066901400330323, 0.03479104621730359]",4.0
0.8330214296198444,0.8121365490820237,110,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.0057005441179938405, 0.45141935419239526, 0.5084452986440741, 0.03443480304553698]",4.0
0.8334617642741817,0.8124245263478508,40,10,2,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005791232654363697, 0.4587869652322273, 0.5021277116224104, 0.03329409049099865]",4.0
0.8322324966974901,0.8111995640034172,40,10,3,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.0056229189984769255, 0.45817122063385884, 0.5026564483660452, 0.03354941200161915]",4.0
0.8314068692206077,0.810319233654776,40,10,4,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005587338577481673, 0.46448144250910794, 0.4954922839121964, 0.03443893500121403]",4.0
0.812178922647879,0.7779066064776261,40,7,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.002909582662573498, 0.4552727048100925, 0.5137109520834534, 0.02810676044388054]",4.0
0.8135916629972112,0.7868604647677071,40,8,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.003485048926945707, 0.44792965602983786, 0.5185974488250231, 0.02998784621819328]",4.0
0.8276823719360047,0.8057195869235878,40,9,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.004062227952346637, 0.45792297501543444, 0.5055907896258782, 0.03242400740634067]",4.0
0.8326911786290915,0.8119716074654568,40,11,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.0075173963927682025, 0.46548685718756433, 0.4918731361042954, 0.035122610315372074]",4.0
0.83291134595626,0.8124494110273532,40,12,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.009548980095770751, 0.4629912739734635, 0.48755840351399216, 0.039901342416773476]",4.0
0.8323976221928666,0.8121996805332372,40,13,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.012409633996791604, 0.44526649665661655, 0.49739473242426496, 0.04492913692232685]",4.0
0.8304344635256128,0.8108624167999554,40,14,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.015117602469042112, 0.43998122489457214, 0.49531403427536913, 0.049587138361016594]",4.0
0.816563921913988,0.8011416715342002,40,20,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.03297451966622031, 0.4125453232702118, 0.45480938629432455, 0.0996707707692433]",4.0
0.793464699838544,0.7847200174085753,40,25,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.04117602112265991, 0.38624783361979664, 0.4373852783565678, 0.13519086690097562]",4.0
0.832874651401732,0.8119754063198863,37,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005609654240368421, 0.4507233171246519, 0.5089538470995769, 0.03471318153540286]",4.0
0.8325810949655071,0.8116934682459516,38,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005636175024009318, 0.450063215909565, 0.5093457314129908, 0.034954877653435024]",4.0
0.8329296932335242,0.8120588803166678,39,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005678055143127811, 0.44945957986604507, 0.5101251736735735, 0.03473719131725377]",4.0
0.8330397768971085,0.8121032539683929,41,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005751991777750766, 0.45225373833459837, 0.5071969663199027, 0.0347973035677481]",4.0
0.8331131660061647,0.812231339670914,42,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005727671831853284, 0.44860408796307705, 0.5108573902725514, 0.03481084993251826]",4.0
0.8331315132834287,0.8122731792017401,43,10,1,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005701982742502893, 0.4487961320015824, 0.5106711228078588, 0.034830762448055906]",4.0
0.8321407603111698,0.8114418473736554,40,10,1,False,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.004392357304461583, 0.4463571864105684, 0.5160893775975853, 0.03316107868738467]",4.0
0.8331682078379569,0.8122555075038608,40,10,2,False,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.004671634827906434, 0.4459892595878514, 0.5173487450269697, 0.03199036055727252]",4.0
0.8317554674886247,0.8111942711353685,43,10,1,False,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.004385973999545592, 0.44694988868663144, 0.5159208979574056, 0.03274323935641725]",4.0
0.8294591566329343,0.8076680126536234,40,10,2,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day']","[0.005535507280393309, 0.4508599576235506, 0.5107560283969308, 0.03284850669912537]",4.0
0.8389084662924333,0.8212282097054939,40,10,2,True,entropy,"['case AMOUNT_REQ', 'event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.006328651553305071, 0.4426299785954487, 0.4340362805197075, 0.031620067428672335, 0.08538502190286638]",4.0
0.8392482437733784,0.8237008291915138,40,10,2,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.4362121007723876, 0.45573194926429633, 0.029489900279542534, 0.07856604968377345]",4.0
0.835868159314928,0.8178066283692486,40,10,2,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.4373455164870468, 0.4526808781053216, 0.03048765541061359, 0.07948594999701813]",5.0
0.837250791668525,0.8222906041617724,84,12,1,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.423798913541065, 0.45734259106998537, 0.04003212510865524, 0.07882637028029432]",5.0
0.8361803666205789,0.8186839052967719,84,10,1,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.41907638273627756, 0.4708935925347491, 0.03146357357538558, 0.07856645115358793]",5.0
0.8372309376140095,0.8230237684898174,84,12,1,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.4269117673224626, 0.4559603637463897, 0.039122729290769945, 0.07800513964037771]",4.0
0.8386295928500497,0.821924604709998,40,10,2,True,entropy,"['event concept:name', 'prev event', 'time of day', 'event lifecycle:transition']","[0.43892419526835197, 0.4518347302650027, 0.03134251807221229, 0.077898556394433]",4.0
